[2025-07-01 16:44:39,707] INFO] Starting fetch for api....]
[2025-07-01 16:44:43,035] INFO] Saved article to queue\b238e033-fa06-4878-8d6c-5d148e2a2837.json]
[2025-07-01 16:44:43,036] INFO] Saved article to queue\aeb47df7-cbf7-4974-b8a7-32c77f46d0b2.json]
[2025-07-01 16:44:43,038] INFO] Saved article to queue\41f346c6-0a80-453e-bb22-8b5d9a02fea3.json]
[2025-07-01 16:44:43,039] INFO] Saved article to queue\b584ad65-a187-4881-b98d-75f62d67c638.json]
[2025-07-01 16:44:43,040] INFO] Saved article to queue\cee071a4-1bd0-49a3-99d4-c45d5ef8bb9d.json]
[2025-07-01 16:44:43,042] INFO] Saved article to queue\9ed340a6-d37e-4b3b-88de-b9c39d6dd9c9.json]
[2025-07-01 16:44:43,043] INFO] Saved article to queue\de313380-d2e2-4abf-8a5e-de0b14d32345.json]
[2025-07-01 16:44:43,045] INFO] Saved article to queue\ff05dd42-c6d4-4d7f-a427-a2cb70855017.json]
[2025-07-01 16:44:43,046] INFO] Saved article to queue\56690915-f267-4355-8291-29f86182a2a9.json]
[2025-07-01 16:44:43,047] INFO] Saved article to queue\e2841414-adad-4f7a-b1bf-1bfe72364efc.json]
[2025-07-01 16:44:43,049] INFO] Saved article to queue\9cb3eaa7-2578-40d1-9f97-82b79cd17bbd.json]
[2025-07-01 16:44:43,050] INFO] Saved article to queue\ce6eb95c-d81f-49e7-aef5-b4c583b139dd.json]
[2025-07-01 16:44:43,052] INFO] Saved article to queue\16f14499-336c-49b0-bcc1-53b973fa0b97.json]
[2025-07-01 16:44:43,053] INFO] Saved article to queue\a4ed2afe-8ec7-497e-bc18-34c78ed0541b.json]
[2025-07-01 16:44:43,055] INFO] Saved article to queue\da7ed8f9-2858-4678-aae7-aa819805d4cc.json]
[2025-07-01 16:44:43,057] INFO] Saved article to queue\d479e30b-b63e-423e-8748-a476717389cb.json]
[2025-07-01 16:44:43,058] INFO] Saved article to queue\48bb57b5-cd51-41c9-a181-fb69df0458dd.json]
[2025-07-01 16:44:43,060] INFO] Saved article to queue\fb3b205e-f506-4eab-bd82-8cc3362a3f4b.json]
[2025-07-01 16:44:43,061] INFO] Saved article to queue\0fb829ed-1875-4691-bbf6-beeca94d43c1.json]
[2025-07-01 16:44:43,063] INFO] Saved article to queue\6b994837-bdc6-43ea-9cf7-c4530c32cf62.json]
[2025-07-01 16:44:43,065] INFO] Saved article to queue\92e74b0d-6754-4c8f-9b5a-0ab4c2183262.json]
[2025-07-01 16:44:43,066] INFO] Saved article to queue\6f8910a6-28b9-48ef-9190-83c0bbef1294.json]
[2025-07-01 16:44:43,067] INFO] Saved article to queue\a202b697-4227-49bd-9982-fc9dc3bde2a0.json]
[2025-07-01 16:44:43,069] INFO] Saved article to queue\6df5ede2-86c1-443c-b1b0-7550742e3a9b.json]
[2025-07-01 16:44:43,070] INFO] Saved article to queue\527b5a74-2758-4491-971c-476050f06263.json]
[2025-07-01 16:44:43,071] INFO] Saved article to queue\6945f282-59e6-47ac-8750-f0ad6f371e59.json]
[2025-07-01 16:44:43,073] INFO] Saved article to queue\c068b8e9-e980-47b5-a54b-4ca5c1c81e93.json]
[2025-07-01 16:44:43,074] INFO] Saved article to queue\a3060176-931f-4e7c-acb5-1b51553a21c7.json]
[2025-07-01 16:44:43,076] INFO] Saved article to queue\8ad63ad3-aa59-4fd3-9163-f64e4bacbba5.json]
[2025-07-01 16:44:43,077] INFO] Saved article to queue\734c43c1-f35d-4839-b44b-8155c9acd61a.json]
[2025-07-01 16:44:43,078] INFO] Saved article to queue\667fa033-dc54-4a46-bbff-8f5dbaa4b3de.json]
[2025-07-01 16:44:43,080] INFO] Saved article to queue\e0e77e95-8628-4031-aa71-b27e6a895c4d.json]
[2025-07-01 16:44:43,081] INFO] Saved article to queue\4587d4c7-d43d-441a-8fe9-cc810cf02c8e.json]
[2025-07-01 16:44:43,083] INFO] Saved article to queue\3bbd70cd-92f8-4eac-bcc0-efe9f03a724b.json]
[2025-07-01 16:44:43,084] INFO] Saved article to queue\38d832d6-2dc9-4e6b-baad-350873b6e2b1.json]
[2025-07-01 16:44:43,085] INFO] Saved article to queue\324d494b-2e8d-46dd-9ba5-855eed75cfa3.json]
[2025-07-01 16:44:43,087] INFO] Saved article to queue\867b0a38-b390-4e42-a738-3747541b795d.json]
[2025-07-01 16:44:43,088] INFO] Saved article to queue\766c2bae-d1cb-4d67-bb13-6974f650fa66.json]
[2025-07-01 16:44:43,090] INFO] Saved article to queue\2c8b187f-72ac-427a-95af-9a9dc0d4e186.json]
[2025-07-01 16:44:43,092] INFO] Saved article to queue\83550c37-8397-4ffd-b9ce-0bc611b903c1.json]
[2025-07-01 16:44:43,093] INFO] Saved article to queue\7a8000df-72af-4727-b902-b8f57bdea06c.json]
[2025-07-01 16:44:43,095] INFO] Saved article to queue\86c354e6-330d-42f3-a4b3-d098ead065af.json]
[2025-07-01 16:44:43,096] INFO] Saved article to queue\0df2db39-3e27-4fb7-a757-9e141c718c3a.json]
[2025-07-01 16:44:43,098] INFO] Saved article to queue\2dd6e691-0133-46c8-a166-a1a08fc39cff.json]
[2025-07-01 16:44:43,100] INFO] Saved article to queue\1de2a345-6101-4640-bc52-9f510a831df6.json]
[2025-07-01 16:44:43,102] INFO] Saved article to queue\cff14dc5-e33d-486b-8f34-30fa2d6812d9.json]
[2025-07-01 16:44:43,104] INFO] Saved article to queue\51592c92-c1c9-40b8-bdd9-c23029f7a52e.json]
[2025-07-01 16:44:43,105] INFO] Saved article to queue\14a864a9-74ab-4be5-8db9-3899f9976d7d.json]
[2025-07-01 16:44:43,107] INFO] Saved article to queue\2bc500e2-fcd8-4648-9e45-eb67da459436.json]
[2025-07-01 16:44:43,108] INFO] Saved article to queue\7352c5bf-0287-4e90-b31c-6030e431eda7.json]
[2025-07-01 16:44:43,110] INFO] Saved article to queue\c02c27e9-8a49-456c-bc9b-1aba7f647677.json]
[2025-07-01 16:44:43,111] INFO] Saved article to queue\0dd84972-6cec-475f-99d2-95e51017547f.json]
[2025-07-01 16:44:43,112] INFO] Saved article to queue\35bd23e2-dff6-4dde-aee7-f9a162da7335.json]
[2025-07-01 16:44:43,114] INFO] Saved article to queue\f960601f-d39f-4070-9781-ab73de313afd.json]
[2025-07-01 16:44:43,116] INFO] Saved article to queue\891e1649-abfc-41e1-9ab8-8e8ef8abe324.json]
[2025-07-01 16:44:43,117] INFO] Saved article to queue\5c3d8286-8eef-43f6-a5e0-af454e999da4.json]
[2025-07-01 16:44:43,118] INFO] Saved article to queue\3b3053c2-72cf-4268-a408-3dc481706be3.json]
[2025-07-01 16:44:43,120] INFO] Saved article to queue\92214c1a-cd08-47e1-ba08-f383c86e59db.json]
[2025-07-01 16:44:43,121] INFO] Saved article to queue\80683c1e-88fa-4b09-a89a-9374b98050ec.json]
[2025-07-01 16:44:43,123] INFO] Saved article to queue\3c2528d6-9919-402b-b41f-639c7faedccf.json]
[2025-07-01 16:44:43,125] INFO] Saved article to queue\0c901969-a44f-4d8e-990b-64268801c5c9.json]
[2025-07-01 16:44:43,126] INFO] Saved article to queue\2b7ff8aa-9bce-4b54-a447-d9f67e1b1e9b.json]
[2025-07-01 16:44:43,128] INFO] Saved article to queue\66c7349b-040f-4eb7-bc7d-43dfd12f72cd.json]
[2025-07-01 16:44:43,129] INFO] Saved article to queue\1512f634-00e9-419c-8aa2-9c6274e84bcb.json]
[2025-07-01 16:44:43,131] INFO] Saved article to queue\71a716f0-4500-4259-ac38-39f6bedd4af9.json]
[2025-07-01 16:44:43,133] INFO] Saved article to queue\a305d975-bb0d-42a4-b630-04ce912f4105.json]
[2025-07-01 16:44:43,135] INFO] Saved article to queue\c3b53156-91d7-4e03-8f9e-29b6eff3bed0.json]
[2025-07-01 16:44:43,136] INFO] Saved article to queue\634ea010-17cd-459b-b716-34f719005bb5.json]
[2025-07-01 16:44:43,138] INFO] Saved article to queue\ac2edb83-b197-4ed0-be58-a74d7f5b42e3.json]
[2025-07-01 16:44:43,139] INFO] Saved article to queue\3a5cd4a0-7452-42df-86f0-6a45c6935605.json]
[2025-07-01 16:44:43,140] INFO] Saved article to queue\67c12858-610b-4d9f-99ee-66e36e5c072c.json]
[2025-07-01 16:44:43,141] INFO] Saved article to queue\3418a9ee-d31a-4233-a444-995eb46bf6e5.json]
[2025-07-01 16:44:43,143] INFO] Saved article to queue\37e1fd7f-99f4-404d-9870-8696c8db0013.json]
[2025-07-01 16:44:43,145] INFO] Saved article to queue\4f61b91d-d445-4c34-ae68-24c61a5e6613.json]
[2025-07-01 16:44:43,146] INFO] Saved article to queue\9dedd5f8-7fa8-4caa-9f66-f8dfacac02c4.json]
[2025-07-01 16:44:43,148] INFO] Saved article to queue\a0d75486-2eeb-4f48-90bf-9bf8ce2733cf.json]
[2025-07-01 16:44:43,149] INFO] Saved article to queue\7d2a21d2-22f3-4b51-b87b-5846a6be8eef.json]
[2025-07-01 16:44:43,150] INFO] Saved article to queue\3930b0c4-2d15-4dff-a7a8-f9c6754a03ea.json]
[2025-07-01 16:44:43,152] INFO] Saved article to queue\1269efd8-70b7-4eac-95bc-0a6448d69c27.json]
[2025-07-01 16:44:43,153] INFO] Saved article to queue\4f04b903-c634-47a7-abdb-c1b091c8fd50.json]
[2025-07-01 16:44:43,154] INFO] Saved article to queue\7c5685d9-1e0e-4a4b-b881-5ca2d0580a58.json]
[2025-07-01 16:44:43,156] INFO] Saved article to queue\e56937e3-a004-4e85-9177-5c93e8943f11.json]
[2025-07-01 16:44:43,158] INFO] Saved article to queue\29a87214-8719-49e2-9286-b0bdab3f0b56.json]
[2025-07-01 16:44:43,160] INFO] Saved article to queue\06fcd0e8-a1cb-49a0-be30-63679fbf495e.json]
[2025-07-01 16:44:43,162] INFO] Saved article to queue\66a00b1f-cace-4ae2-8348-4fe9a4421951.json]
[2025-07-01 16:44:43,164] INFO] Saved article to queue\4c587720-b248-40a6-bfa7-cfd0c72c36bc.json]
[2025-07-01 16:44:43,165] INFO] Saved article to queue\c2217baf-a6f6-4889-9e5f-67c660efd3f7.json]
[2025-07-01 16:44:43,167] INFO] Saved article to queue\50d8816f-bc87-4d44-a11b-e444ef4d1ad9.json]
[2025-07-01 16:44:43,168] INFO] Saved article to queue\e3ea7602-d97d-4e82-bc8b-96478f1fe027.json]
[2025-07-01 16:44:43,169] INFO] Saved article to queue\9ae2ce01-035b-440c-9e96-1d9dc9bd8b82.json]
[2025-07-01 16:44:43,171] INFO] Saved article to queue\ab85f1e6-8227-4cc8-a38f-cba67e987fe3.json]
[2025-07-01 16:44:43,172] INFO] Saved article to queue\fde5140d-fd50-4abd-8f6e-b51d1ca7609d.json]
[2025-07-01 16:44:43,174] INFO] Saved article to queue\881b1399-b44f-4413-9ef0-38ecff49df18.json]
[2025-07-01 16:44:43,175] INFO] Saved article to queue\a5ab4597-aeee-4c91-9b11-822bd9cb3855.json]
[2025-07-01 16:44:43,177] INFO] Saved article to queue\24b7f2e1-d62c-4e68-8341-ddae9e2b5439.json]
[2025-07-01 16:44:43,178] INFO] Saved article to queue\894ed695-0082-47f6-8396-88747e639cb6.json]
[2025-07-01 16:44:43,179] INFO] Saved article to queue\6c37b9e4-8ff1-4123-b46c-9c0d8b577691.json]
[2025-07-01 16:44:43,181] INFO] Saved article to queue\66ea20ac-6a8d-4cce-8df9-7833fff10e30.json]
[2025-07-01 16:44:43,182] INFO] Saved article to queue\72bbcd67-7168-4be7-83cc-b7dea07e419a.json]
[2025-07-01 16:44:43,184] INFO] Saved article to queue\674aeda5-86d9-4a06-bd8c-a4404109ed1b.json]
[2025-07-01 16:44:43,185] INFO] Saved article to queue\dd0d755d-4e01-4c26-9d47-db06e8b19bb2.json]
[2025-07-01 16:44:43,187] INFO] Saved article to queue\91fd85f6-d276-46c9-874f-4a4b01143c79.json]
[2025-07-01 16:44:43,188] INFO] Saved article to queue\05aeb8c4-8c9d-4b24-8e16-69131d1304b0.json]
[2025-07-01 16:44:43,189] INFO] Saved article to queue\2d9eb3c8-4cf3-4f23-9b97-68c001a4e253.json]
[2025-07-01 16:44:43,191] INFO] Saved article to queue\d5748638-ddeb-4d15-b753-cac2c0cc17e3.json]
[2025-07-01 16:44:43,193] INFO] Saved article to queue\20094d9b-dcf1-46e9-9ee4-95c0a7cd3857.json]
[2025-07-01 16:44:43,197] INFO] Saved article to queue\505b7abd-646a-4c8f-aeb2-baf67e0ec44b.json]
[2025-07-01 16:44:43,198] INFO] Saved article to queue\0dc029e6-a6c3-4c88-b5a5-dff34985bb14.json]
[2025-07-01 16:44:43,199] INFO] Saved article to queue\cc09b04d-1ba7-4d3f-8130-e259fbc46861.json]
[2025-07-01 16:44:43,201] INFO] Saved article to queue\6070c557-6af0-4630-bf00-a80e9ee4eaab.json]
[2025-07-01 16:44:43,202] INFO] Saved article to queue\a2b6a424-218a-4eb8-9b46-7c029d1821a6.json]
[2025-07-01 16:44:43,205] INFO] Saved article to queue\50c2c980-33de-483a-bb6f-e038cf8859ad.json]
[2025-07-01 16:44:43,206] INFO] Saved article to queue\194257d5-41fa-41d0-9462-2335417dc1df.json]
[2025-07-01 16:44:43,208] INFO] Saved article to queue\510a63a7-74f3-40b9-90ae-52f2ae4c759e.json]
[2025-07-01 16:44:43,209] INFO] Saved article to queue\ef1c2dc8-610d-4e1b-9107-b44b62c86b24.json]
[2025-07-01 16:44:43,211] INFO] Saved article to queue\32aab42a-d1ad-4291-9854-f6940a25d86c.json]
[2025-07-01 16:44:43,212] INFO] Saved article to queue\19cefe3b-e78c-42a7-a6a5-f5d842849bb0.json]
[2025-07-01 16:44:43,214] INFO] Saved article to queue\900f2fea-a17e-4ac3-9e88-61dcdaa88fa0.json]
[2025-07-01 16:44:43,215] INFO] Saved article to queue\771b3e46-ee9e-425b-a908-974a3138d704.json]
[2025-07-01 16:44:43,217] INFO] Saved article to queue\b78077a2-00e7-4cbf-8229-f5204f3782e5.json]
[2025-07-01 16:44:43,218] INFO] Saved article to queue\992f7603-f6c8-4cb1-a559-5f63ce404928.json]
[2025-07-01 16:44:43,219] INFO] Saved article to queue\946d10a5-7b88-4fa2-82bf-4b4ef0cf57c3.json]
[2025-07-01 16:44:43,221] INFO] Saved article to queue\6c532375-3d53-4732-b0c7-72038bc0e999.json]
[2025-07-01 16:44:43,222] INFO] Saved article to queue\22682b53-a143-4923-ad10-8964a91f6557.json]
[2025-07-01 16:44:43,223] INFO] Saved article to queue\636abb85-52aa-4b83-996e-8001897b8a12.json]
[2025-07-01 16:44:43,225] INFO] Saved article to queue\7de8b996-d500-443f-8e31-7dbbdf06f45e.json]
[2025-07-01 16:44:43,226] INFO] Saved article to queue\84624134-68af-458c-a98d-a2916a53638e.json]
[2025-07-01 16:44:43,227] INFO] Saved article to queue\3309f015-0de2-4a3a-bf57-d6e1d641e963.json]
[2025-07-01 16:44:43,229] INFO] Saved article to queue\21ea685e-7bd2-4804-a91d-466015447280.json]
[2025-07-01 16:44:43,230] INFO] Saved article to queue\a6391401-1bdc-4ac3-b039-802486ac5410.json]
[2025-07-01 16:44:43,231] INFO] Saved article to queue\1d36110c-2307-4c96-936e-7444fb82c6b3.json]
[2025-07-01 16:44:43,233] INFO] Saved article to queue\0c4a3bb6-3289-4a4d-ba5c-4ef7b82f4f7d.json]
[2025-07-01 16:44:43,234] INFO] Saved article to queue\680203b2-9d14-4f74-b159-a33fb84901b9.json]
[2025-07-01 16:44:43,235] INFO] Saved article to queue\07fd182f-db96-4272-b851-1f0a45dd6f56.json]
[2025-07-01 16:44:43,237] INFO] Saved article to queue\92590038-b313-4691-85b9-2949e7ca4125.json]
[2025-07-01 16:44:43,238] INFO] Saved article to queue\c828e21e-1414-48db-afb2-d0ed17ed73f0.json]
[2025-07-01 16:44:43,239] INFO] Saved article to queue\db649062-c094-46aa-b7e5-f4bf6b560c98.json]
[2025-07-01 16:44:43,243] INFO] Saved article to queue\c846b053-5b2e-41a6-918e-a035e7cc2471.json]
[2025-07-01 16:44:43,244] INFO] Saved article to queue\6a8943e5-25cc-4d12-9772-89fb163e78de.json]
[2025-07-01 16:44:43,245] INFO] Saved article to queue\59af9bf3-0dd0-4bff-9d9a-45d4a20d5b75.json]
[2025-07-01 16:44:43,247] INFO] Saved article to queue\47957960-e8b6-4ea1-8349-7ac11fa83228.json]
[2025-07-01 16:44:43,248] INFO] Saved article to queue\a94f2ea7-1a26-4c29-876f-f1396e78019b.json]
[2025-07-01 16:44:43,249] INFO] Saved article to queue\9a91c3e5-4df0-46c8-888a-180358802d19.json]
[2025-07-01 16:44:43,250] INFO] Saved article to queue\6297d08b-f923-46b4-b80b-c71ec64392ef.json]
[2025-07-01 16:44:43,252] INFO] Saved article to queue\00d8695d-3857-4385-8e2c-13fb61d8daba.json]
[2025-07-01 16:44:43,253] INFO] Saved article to queue\20d44c8a-9ddf-4b09-9f7a-26ec8d53103f.json]
[2025-07-01 16:44:43,255] INFO] Saved article to queue\fbbfc5bd-169c-4663-8684-ee26599febfe.json]
[2025-07-01 16:44:43,256] INFO] Saved article to queue\fc455e3b-2f7b-4ce9-8893-ae6b3cedfb0a.json]
[2025-07-01 16:44:43,258] INFO] Saved article to queue\ecef3184-bc5f-4b03-9a67-a300722351af.json]
[2025-07-01 16:44:43,260] INFO] Saved article to queue\15da29bd-7daa-4731-a958-b9bc9b6a6af8.json]
[2025-07-01 16:44:43,262] INFO] Saved article to queue\a1d119f8-e9fa-4a90-89c4-d3fd417b096d.json]
[2025-07-01 16:44:43,263] INFO] Saved article to queue\f43bc607-c453-40fa-81bf-4dcdab5e3149.json]
[2025-07-01 16:44:43,265] INFO] Saved article to queue\08d0df96-e1f3-40e4-9ef7-1071eb4ecdd9.json]
[2025-07-01 16:44:43,266] INFO] Saved article to queue\4b67f0d8-3044-43e6-a359-30b4831235cb.json]
[2025-07-01 16:44:43,267] INFO] Saved article to queue\7b7788fe-687e-4a3b-b1d0-811431525e65.json]
[2025-07-01 16:44:43,269] INFO] Saved article to queue\cc4fd578-e039-43d5-bf04-1f1ee32ba167.json]
[2025-07-01 16:44:43,270] INFO] Saved article to queue\c20f4743-fc0a-41ed-a05e-437f98762c8b.json]
[2025-07-01 16:44:43,272] INFO] Saved article to queue\b5441e0e-e30b-48e9-95c0-cc6315716632.json]
[2025-07-01 16:44:43,273] INFO] Saved article to queue\203b671c-1698-4625-81bd-0d906edeacd7.json]
[2025-07-01 16:44:43,275] INFO] Saved article to queue\a56a319d-01f1-475f-afaa-1d7b1a64be8c.json]
[2025-07-01 16:44:43,276] INFO] Saved article to queue\7351bd85-066f-4f38-90d4-ebb68ea15f7a.json]
[2025-07-01 16:44:43,277] INFO] Saved article to queue\2a607385-880d-435c-ba6b-065cf9af19d4.json]
[2025-07-01 16:44:43,281] INFO] Saved article to queue\11a522cb-7d6e-4d52-b9e2-bac697d4ce7a.json]
[2025-07-01 16:44:43,282] INFO] Saved article to queue\590ae018-1691-4805-8129-f46035f2fbbc.json]
[2025-07-01 16:44:43,284] INFO] Saved article to queue\092f5f5a-76e9-4b8d-a85a-4f633169ee06.json]
[2025-07-01 16:44:43,285] INFO] Saved article to queue\38cfe56d-fcc9-4ee4-b24c-1d45fca70e0d.json]
[2025-07-01 16:44:43,286] INFO] Saved article to queue\93ebaf1a-3cd4-4ea5-8fec-9ecb86efce17.json]
[2025-07-01 16:44:43,288] INFO] Saved article to queue\be241d14-f274-40f4-a97f-c9ed39200c61.json]
[2025-07-01 16:44:43,289] INFO] Saved article to queue\b48a1dc5-1d78-42f1-9781-975f7e28ac5c.json]
[2025-07-01 16:44:43,290] INFO] Saved article to queue\f174a3fb-3c3a-49c3-b100-402c788840a5.json]
[2025-07-01 16:44:43,292] INFO] Saved article to queue\c4463085-d308-4c95-af93-aeb327f4cfb9.json]
[2025-07-01 16:44:43,294] INFO] Saved article to queue\0f08e501-eee4-4cbe-ba50-f542368d7b52.json]
[2025-07-01 16:44:43,296] INFO] Saved article to queue\3692f8d2-c946-4a70-9dcc-e45a255e86de.json]
[2025-07-01 16:44:43,297] INFO] Saved article to queue\5a430d11-1fc6-4359-88c2-b60faf321b11.json]
[2025-07-01 16:44:43,299] INFO] Saved article to queue\bd5680d8-278f-46c3-afb1-183a6128461a.json]
[2025-07-01 16:44:43,300] INFO] Saved article to queue\de3a7c0a-41d8-477a-82b8-062b4035de48.json]
[2025-07-01 16:44:43,301] INFO] Saved article to queue\c72be55c-7f48-4b3c-afd9-762315a730d4.json]
[2025-07-01 16:44:43,303] INFO] Saved article to queue\bef9d474-e7c3-4d57-8d34-994cce4b4c1f.json]
[2025-07-01 16:44:43,304] INFO] Saved article to queue\87e39f2a-60cd-4582-95f0-f9632149f4e6.json]
[2025-07-01 16:44:43,306] INFO] Saved article to queue\95c4f993-6df8-479e-9946-c73bd0748b1d.json]
[2025-07-01 16:44:43,307] INFO] Saved article to queue\6196f317-66f0-4ec3-a6b1-44e09e0bfe76.json]
[2025-07-01 16:44:43,308] INFO] Saved article to queue\c0d23641-afcd-4f07-b391-667ccb6a898c.json]
[2025-07-01 16:44:43,310] INFO] Saved article to queue\f098ad61-806d-44c0-85cd-634386c4e868.json]
[2025-07-01 16:44:43,311] INFO] Saved article to queue\68c6acd7-abfb-47e7-9f95-9c0de250b4c2.json]
[2025-07-01 16:44:43,313] INFO] Saved article to queue\3e159d97-5bb1-4ca2-85b1-a76d0ad8747e.json]
[2025-07-01 16:44:43,314] INFO] Saved article to queue\53a8cdb2-cb8b-4821-ba0e-65ffab624c00.json]
[2025-07-01 16:44:43,316] INFO] Saved article to queue\1453cca7-0a99-4881-bdb7-d7a0f5184267.json]
[2025-07-01 16:44:43,317] INFO] Saved article to queue\8da20fc0-427c-4480-9c77-45ee5bfbb498.json]
[2025-07-01 16:44:43,318] INFO] Saved article to queue\894d27c1-2b6a-4cc2-8160-94c69d75dca7.json]
[2025-07-01 16:44:43,320] INFO] Saved article to queue\3128afa1-72af-486e-957a-5043b4f1b23f.json]
[2025-07-01 16:44:43,321] INFO] Saved article to queue\e0257918-49aa-4a62-8e96-541a5bf791de.json]
[2025-07-01 16:44:43,322] INFO] Saved article to queue\1d5bb8cc-3300-46e0-8c95-dca8b4b9e0c1.json]
[2025-07-01 16:44:43,324] INFO] Saved article to queue\188c0bd9-c95b-46f8-ae77-72ceeb0a5a63.json]
[2025-07-01 16:44:43,326] INFO] Saved article to queue\4f7338e1-9c23-4599-83fb-8b5d6a787f83.json]
[2025-07-01 16:44:43,327] INFO] Saved article to queue\9acec237-2441-44b6-9f18-3b64ce520949.json]
[2025-07-01 16:44:43,329] INFO] Saved article to queue\423deaee-4327-4698-9050-71c6ce8a70c9.json]
[2025-07-01 16:44:43,330] INFO] Saved article to queue\4f6c4cd1-759c-4d70-890b-eb87e5cd3ea2.json]
[2025-07-01 16:44:43,332] INFO] Saved article to queue\a9a88278-b3b6-4507-ba81-d12e8e743024.json]
[2025-07-01 16:44:43,333] INFO] Saved article to queue\77a349dc-b66a-4472-9077-8122a96aab47.json]
[2025-07-01 16:44:43,335] INFO] Saved article to queue\b444f756-80b0-488b-9071-8ad7aa2097e8.json]
[2025-07-01 16:44:43,336] INFO] Saved article to queue\969ed9c6-4e73-46a1-a3fb-b9884c7a280e.json]
[2025-07-01 16:44:43,337] INFO] Saved article to queue\d9acbc67-244e-4ad1-9728-5be4732d558e.json]
[2025-07-01 16:44:43,339] INFO] Saved article to queue\5ce6d063-4a9d-476d-ba85-6abadf6a9b27.json]
[2025-07-01 16:44:43,340] INFO] Saved article to queue\e7829860-1c4e-455d-b63f-7a1fd4c85814.json]
[2025-07-01 16:44:43,341] INFO] Saved article to queue\dac40fd3-ded6-4c46-afee-c949a8399dca.json]
[2025-07-01 16:44:43,343] INFO] Saved article to queue\6d506926-1e0a-4973-9abb-2c1c1616c227.json]
[2025-07-01 16:44:43,344] INFO] Saved article to queue\77f2e9eb-c191-455f-a47a-3a6136fa2387.json]
[2025-07-01 16:44:43,345] INFO] Saved article to queue\964a428c-9044-462c-8fd4-1a12f1e3d5b3.json]
[2025-07-01 16:44:43,347] INFO] Saved article to queue\d310f42f-4b8a-4ab2-a7fa-88c69286a4d1.json]
